"TIME_ID","DAY_NAME","DAY_NUMBER_IN_WEEK","DAY_NUMBER_IN_MONTH","CALENDAR_WEEK_NUMBER","FISCAL_WEEK_NUMBER","WEEK_ENDING_DAY","WEEK_ENDING_DAY_ID","CALENDAR_MONTH_NUMBER","FISCAL_MONTH_NUMBER","CALENDAR_MONTH_DESC","CALENDAR_MONTH_ID","FISCAL_MONTH_DESC","FISCAL_MONTH_ID","DAYS_IN_CAL_MONTH","DAYS_IN_FIS_MONTH","END_OF_CAL_MONTH","END_OF_FIS_MONTH","CALENDAR_MONTH_NAME","FISCAL_MONTH_NAME","CALENDAR_QUARTER_DESC","CALENDAR_QUARTER_ID","FISCAL_QUARTER_DESC","FISCAL_QUARTER_ID","DAYS_IN_CAL_QUARTER","DAYS_IN_FIS_QUARTER","END_OF_CAL_QUARTER","END_OF_FIS_QUARTER","CALENDAR_QUARTER_NUMBER","FISCAL_QUARTER_NUMBER","CALENDAR_YEAR","CALENDAR_YEAR_ID","FISCAL_YEAR","FISCAL_YEAR_ID","DAYS_IN_CAL_YEAR","DAYS_IN_FIS_YEAR","END_OF_CAL_YEAR","END_OF_FIS_YEAR"
2022-09-18,"Sunday",7,18,38,38,2022-09-18,1620,9,9,"2022-09",1716,"2022-09",1764,30,35,2022-09-30,2022-09-30,"September","September","2022-03",1783,"2022-03",1799,92,98,2022-09-30,2022-09-30,3,3,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-09-19,"Monday",1,19,38,38,2022-09-25,1620,9,9,"2022-09",1716,"2022-09",1764,30,35,2022-09-30,2022-09-30,"September","September","2022-03",1783,"2022-03",1799,92,98,2022-09-30,2022-09-30,3,3,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-09-20,"Tuesday",2,20,38,38,2022-09-25,1620,9,9,"2022-09",1716,"2022-09",1764,30,35,2022-09-30,2022-09-30,"September","September","2022-03",1783,"2022-03",1799,92,98,2022-09-30,2022-09-30,3,3,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-09-21,"Wednesday",3,21,38,38,2022-09-25,1620,9,9,"2022-09",1716,"2022-09",1764,30,35,2022-09-30,2022-09-30,"September","September","2022-03",1783,"2022-03",1799,92,98,2022-09-30,2022-09-30,3,3,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-09-22,"Thursday",4,22,38,38,2022-09-25,1620,9,9,"2022-09",1716,"2022-09",1764,30,35,2022-09-30,2022-09-30,"September","September","2022-03",1783,"2022-03",1799,92,98,2022-09-30,2022-09-30,3,3,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-09-23,"Friday",5,23,38,38,2022-09-25,1620,9,9,"2022-09",1716,"2022-09",1764,30,35,2022-09-30,2022-09-30,"September","September","2022-03",1783,"2022-03",1799,92,98,2022-09-30,2022-09-30,3,3,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-09-24,"Saturday",6,24,39,39,2022-09-25,1667,9,9,"2022-09",1716,"2022-09",1764,30,35,2022-09-30,2022-09-30,"September","September","2022-03",1783,"2022-03",1799,92,98,2022-09-30,2022-09-30,3,3,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-09-25,"Sunday",7,25,39,39,2022-09-25,1667,9,9,"2022-09",1716,"2022-09",1764,30,35,2022-09-30,2022-09-30,"September","September","2022-03",1783,"2022-03",1799,92,98,2022-09-30,2022-09-30,3,3,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-09-26,"Monday",1,26,39,39,2022-10-02,1667,9,9,"2022-09",1716,"2022-09",1764,30,35,2022-09-30,2022-09-30,"September","September","2022-03",1783,"2022-03",1799,92,98,2022-09-30,2022-09-30,3,3,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-09-27,"Tuesday",2,27,39,39,2022-10-02,1667,9,9,"2022-09",1716,"2022-09",1764,30,35,2022-09-30,2022-09-30,"September","September","2022-03",1783,"2022-03",1799,92,98,2022-09-30,2022-09-30,3,3,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-09-28,"Wednesday",3,28,39,39,2022-10-02,1667,9,9,"2022-09",1716,"2022-09",1764,30,35,2022-09-30,2022-09-30,"September","September","2022-03",1783,"2022-03",1799,92,98,2022-09-30,2022-09-30,3,3,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-09-29,"Thursday",4,29,39,39,2022-10-02,1667,9,9,"2022-09",1716,"2022-09",1764,30,35,2022-09-30,2022-09-30,"September","September","2022-03",1783,"2022-03",1799,92,98,2022-09-30,2022-09-30,3,3,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-09-30,"Friday",5,30,39,39,2022-10-02,1667,9,9,"2022-09",1716,"2022-09",1764,30,35,2022-09-30,2022-09-30,"September","September","2022-03",1783,"2022-03",1799,92,98,2022-09-30,2022-09-30,3,3,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-01,"Saturday",6,1,40,40,2022-10-02,1510,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-02,"Sunday",7,2,40,40,2022-10-02,1510,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-03,"Monday",1,3,40,40,2022-10-09,1510,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-04,"Tuesday",2,4,40,40,2022-10-09,1510,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-05,"Wednesday",3,5,40,40,2022-10-09,1510,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-06,"Thursday",4,6,40,40,2022-10-09,1510,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-07,"Friday",5,7,40,40,2022-10-09,1510,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-08,"Saturday",6,8,41,41,2022-10-09,1558,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-09,"Sunday",7,9,41,41,2022-10-09,1558,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-10,"Monday",1,10,41,41,2022-10-16,1558,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-11,"Tuesday",2,11,41,41,2022-10-16,1558,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-12,"Wednesday",3,12,41,41,2022-10-16,1558,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2023-04-17,"Monday",1,17,16,16,2023-04-23,1941,4,4,"2023-04",1921,"2023-04",1924,30,28,2023-04-30,2023-04-28,"April","April","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-04-18,"Tuesday",2,18,16,16,2023-04-23,1941,4,4,"2023-04",1921,"2023-04",1924,30,28,2023-04-30,2023-04-28,"April","April","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-04-19,"Wednesday",3,19,16,16,2023-04-23,1941,4,4,"2023-04",1921,"2023-04",1924,30,28,2023-04-30,2023-04-28,"April","April","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-04-20,"Thursday",4,20,16,16,2023-04-23,1941,4,4,"2023-04",1921,"2023-04",1924,30,28,2023-04-30,2023-04-28,"April","April","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-04-21,"Friday",5,21,16,16,2023-04-23,1941,4,4,"2023-04",1921,"2023-04",1924,30,28,2023-04-30,2023-04-28,"April","April","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-04-22,"Saturday",6,22,16,16,2023-04-23,1949,4,4,"2023-04",1921,"2023-04",1924,30,28,2023-04-30,2023-04-28,"April","April","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-04-23,"Sunday",7,23,17,17,2023-04-23,1949,4,4,"2023-04",1921,"2023-04",1924,30,28,2023-04-30,2023-04-28,"April","April","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-04-24,"Monday",1,24,17,17,2023-04-30,1949,4,4,"2023-04",1921,"2023-04",1924,30,28,2023-04-30,2023-04-28,"April","April","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-04-25,"Tuesday",2,25,17,17,2023-04-30,1949,4,4,"2023-04",1921,"2023-04",1924,30,28,2023-04-30,2023-04-28,"April","April","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-04-26,"Wednesday",3,26,17,17,2023-04-30,1949,4,4,"2023-04",1921,"2023-04",1924,30,28,2023-04-30,2023-04-28,"April","April","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-04-27,"Thursday",4,27,17,17,2023-04-30,1949,4,4,"2023-04",1921,"2023-04",1924,30,28,2023-04-30,2023-04-28,"April","April","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-04-28,"Friday",5,28,17,17,2023-04-30,1949,4,4,"2023-04",1921,"2023-04",1924,30,28,2023-04-30,2023-04-28,"April","April","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-04-29,"Saturday",6,29,17,17,2023-04-30,1957,4,5,"2023-04",1921,"2023-05",1958,30,28,2023-04-30,2023-05-26,"April","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-04-30,"Sunday",7,30,18,18,2023-04-30,1957,4,5,"2023-04",1921,"2023-05",1958,30,28,2023-04-30,2023-05-26,"April","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-01,"Monday",1,1,18,18,2023-05-07,1957,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-02,"Tuesday",2,2,18,18,2023-05-07,1957,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-03,"Wednesday",3,3,18,18,2023-05-07,1957,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-04,"Thursday",4,4,18,18,2023-05-07,1957,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-05,"Friday",5,5,18,18,2023-05-07,1957,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-06,"Saturday",6,6,18,18,2023-05-07,1967,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-07,"Sunday",7,7,19,19,2023-05-07,1967,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-08,"Monday",1,8,19,19,2023-05-14,1967,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-09,"Tuesday",2,9,19,19,2023-05-14,1967,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-10,"Wednesday",3,10,19,19,2023-05-14,1967,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-11,"Thursday",4,11,19,19,2023-05-14,1967,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-12,"Friday",5,12,19,19,2023-05-14,1967,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-13,"Saturday",6,13,19,19,2023-05-14,1975,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-14,"Sunday",7,14,20,20,2023-05-14,1975,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-15,"Monday",1,15,20,20,2023-05-21,1975,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-16,"Tuesday",2,16,20,20,2023-05-21,1975,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-17,"Wednesday",3,17,20,20,2023-05-21,1975,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-18,"Thursday",4,18,20,20,2023-05-21,1975,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-19,"Friday",5,19,20,20,2023-05-21,1975,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-20,"Saturday",6,20,20,20,2023-05-21,1983,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-21,"Sunday",7,21,21,21,2023-05-21,1983,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-22,"Monday",1,22,21,21,2023-05-28,1983,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2023-05-23,"Tuesday",2,23,21,21,2023-05-28,1983,5,5,"2023-05",1961,"2023-05",1958,31,28,2023-05-31,2023-05-26,"May","May","2023-02",1922,"2023-02",1925,91,91,2023-06-30,2023-06-30,2,2,2023,1813,2023,1810,365,364,2023-12-31,2023-12-29
2022-10-13,"Thursday",4,13,41,41,2022-10-16,1558,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-14,"Friday",5,14,41,41,2022-10-16,1558,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-15,"Saturday",6,15,42,42,2022-10-16,1606,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-16,"Sunday",7,16,42,42,2022-10-16,1606,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-17,"Monday",1,17,42,42,2022-10-23,1606,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-18,"Tuesday",2,18,42,42,2022-10-23,1606,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-19,"Wednesday",3,19,42,42,2022-10-23,1606,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-20,"Thursday",4,20,42,42,2022-10-23,1606,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-21,"Friday",5,21,42,42,2022-10-23,1606,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-22,"Saturday",6,22,43,43,2022-10-23,1654,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-23,"Sunday",7,23,43,43,2022-10-23,1654,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-24,"Monday",1,24,43,43,2022-10-30,1654,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-25,"Tuesday",2,25,43,43,2022-10-30,1654,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-26,"Wednesday",3,26,43,43,2022-10-30,1654,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-27,"Thursday",4,27,43,43,2022-10-30,1654,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-28,"Friday",5,28,43,43,2022-10-30,1654,10,10,"2022-10",1717,"2022-10",1765,31,28,2022-10-31,2022-10-28,"October","October","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-29,"Saturday",6,29,44,44,2022-10-30,1488,10,11,"2022-10",1717,"2022-11",1766,31,28,2022-10-31,2022-11-25,"October","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-30,"Sunday",7,30,44,44,2022-10-30,1488,10,11,"2022-10",1717,"2022-11",1766,31,28,2022-10-31,2022-11-25,"October","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-10-31,"Monday",1,31,44,44,2022-11-06,1488,10,11,"2022-10",1717,"2022-11",1766,31,28,2022-10-31,2022-11-25,"October","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-11-01,"Tuesday",2,1,44,44,2022-11-06,1488,11,11,"2022-11",1718,"2022-11",1766,30,28,2022-11-30,2022-11-25,"November","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-11-02,"Wednesday",3,2,44,44,2022-11-06,1488,11,11,"2022-11",1718,"2022-11",1766,30,28,2022-11-30,2022-11-25,"November","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-11-03,"Thursday",4,3,44,44,2022-11-06,1488,11,11,"2022-11",1718,"2022-11",1766,30,28,2022-11-30,2022-11-25,"November","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-11-04,"Friday",5,4,44,44,2022-11-06,1488,11,11,"2022-11",1718,"2022-11",1766,30,28,2022-11-30,2022-11-25,"November","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-11-05,"Saturday",6,5,45,45,2022-11-06,1537,11,11,"2022-11",1718,"2022-11",1766,30,28,2022-11-30,2022-11-25,"November","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-11-06,"Sunday",7,6,45,45,2022-11-06,1537,11,11,"2022-11",1718,"2022-11",1766,30,28,2022-11-30,2022-11-25,"November","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-11-07,"Monday",1,7,45,45,2022-11-13,1537,11,11,"2022-11",1718,"2022-11",1766,30,28,2022-11-30,2022-11-25,"November","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-11-08,"Tuesday",2,8,45,45,2022-11-13,1537,11,11,"2022-11",1718,"2022-11",1766,30,28,2022-11-30,2022-11-25,"November","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-11-09,"Wednesday",3,9,45,45,2022-11-13,1537,11,11,"2022-11",1718,"2022-11",1766,30,28,2022-11-30,2022-11-25,"November","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-11-10,"Thursday",4,10,45,45,2022-11-13,1537,11,11,"2022-11",1718,"2022-11",1766,30,28,2022-11-30,2022-11-25,"November","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
2022-11-11,"Friday",5,11,45,45,2022-11-13,1537,11,11,"2022-11",1718,"2022-11",1766,30,28,2022-11-30,2022-11-25,"November","November","2022-04",1784,"2022-04",1800,92,91,2022-12-31,2022-12-30,4,4,2022,1805,2022,1809,365,364,2022-12-31,2022-12-30
